#,key,char,hbl,cat,edb,jp,eng,cmn,urd,urd_,nep,hin,hin_,ind
20650,水牛,水牛,hbl__04,,edb__KS1,seoi2-ngau4,buffalo,水牛,بھینس,bhains,भैंसी,भेंस,,kerbau
20660,水草,水草,hbl__04,,edb__KS1,seoi2-cou2,float grass,水草,آبی پودے,abi podai,पानीमा उम्रने बिरुवाहरु,जल वनस्पती,,Tanaman air
20670,水車,水車,hbl__04,,edb__KS1,seoi2-ce1,waterwheel,水车,جل پہیّہ,jal pahya,वाटरव्हील,जल पहिया,,Kincir air
20680,求,求,hbl__04,,edb__KS1,kau4,beg,求,مانگنا,mangana,भीख माग्दै,भीख मांगना,,memohon
20690,求助,求助,hbl__04,,edb__KS1,kau4-zo6,seek help,求助,مدد مانگنا,madad mangana,सहयोग माग्नु,मदद मांगना,,cari bantuan
20700,求學,求學,hbl__04,,edb__KS1,kau4-hok6,be a student,求学,زیرِ تعلیم,zairay taleem,विद्यार्थी हुनु,अध्ययन करना ,,Belajar
20710,求救,求救,hbl__04,,edb__KS1,kau4-gau3,seek help,求救,مدد مانگنا,madad mangana,सहयोग माग्नु,मदद मांगना,,Meminta bantuan
20720,求醫,求醫,hbl__04,,edb__KS1,kau4-ji1,see a doctor,求医,ڈاکٹر کو دکھاو,doctor ko dkhao,डाक्टरलाई देखाउनु,चिकित्सक से मिलना ,,Mencari perhatian medis
20730,汗,汗,hbl__04,,edb__KS1,hon6,sweat,汗,پسینہ,pasina,पसिना,पसीना,,keringat
20740,汗水,汗水,hbl__04,,edb__KS1,hon6-seoi2,sweat,汗水,پسینہ,pasina,पसिना,परिश्रम करना,,Keringat
20750,決心,決心,hbl__04,,edb__KS1,kyut3-sam1,determination,决心,عزم,azem,दृढता,दृढ़ निश्चय,,menetapkan
20760,決賽,決賽,hbl__04,,edb__KS1,kyut3-coi3,finals,决赛,فائنل,final,फाईनल खेल,निर्णायक,,final
20770,沒,沒,hbl__04,,edb__KS1,mut6,not,没,نہیں,nhi,होइन,नहीं,,Tidak
20780,沒什麼,沒什麼,hbl__04,,edb__KS1,mut6-sam6-mo1,never mind,没什么,کوئی بات نہیں,koi baat nhi,केही होईन,कुछ नहीं ,,Tidak apa
20790,沒有,沒有,hbl__04,,edb__KS1,mut6-jau5,not have,没有,نہیں ہے,nhi hy,होइन,कुछ भी नहीं,,tidak ada
20800,沒用,沒用,hbl__04,,edb__KS1,mut6-jung6,no use,没用,بیکار,baikar,बेकार,निकम्मा,,tidak berguna
20810,沖,沖,hbl__04,,edb__KS1,cung1,rinse,冲,کللا,kila,पखाल्नु,रश,,siram
20820,沖洗,沖洗,hbl__04,,edb__KS1,cung1-sai2,rinse,冲洗,کللا,kila,कुल्ला गर्नु,खंगालना,,bilas
20830,沙子,沙子,hbl__04,,edb__KS1,saa1-zi2,sand,沙子,ریت,rayyt,बालुवा,रेत,,pasir
20840,沙拉,沙拉,hbl__04,,edb__KS1,saa1-laai1,salad,沙拉,سلاد,salad,सलाद,सलाद,,salad
20850,沙發,沙發,hbl__04,,edb__KS1,saa1-faat3,sofa,沙发,صوفه,sofa,सोफा,सोफ़ा,,sofa
20860,河,河,hbl__04,,edb__KS1,ho4,river,河,دریا,darya,नदी,नदी,,Sungai
20870,河流,河流,hbl__04,,edb__KS1,ho4-lau4,river,河流,دریا,darya,नदी,नदी,,sungai
20880,泉,泉,hbl__04,,edb__KS1,cyun4,spring,泉,بہار,bhar,वसन्त,जल-स्रोत,,air gunung
20890,泉水,泉水,hbl__04,,edb__KS1,cyun4-seoi2,spring water,泉水,ندی کا پانی,nadi ka pani,मूलको पानी,झरने का पानी ,,air gunung
20900,法,法,hbl__04,,edb__KS1,faat3,law,法,قانون,qanon,कानुन,कानून,,hukum
20910,法國,法國,hbl__04,,edb__KS1,faat3-gwok3,France,法国,فرانس,france,फ्रान्स,फ्रांस,,Perancis
20920,法子,法子,hbl__04,,edb__KS1,faat3-zi2,means,法子,مطلب ,matlab ,विधि,तरीका,,cara
20930,波,波,hbl__04,,edb__KS1,bo1,ball,波,گیند,gaind,छाल,गेंद ,,bola
20931,波,波,hbl__04,,edb__KS1,bo1,wave,波,لہر,laher,छाल,लहर,,gelombang
20940,波子,波子,hbl__04,,edb__KS1,bo1-zi2,(toy) marble,波子,(کھلونا) ماربل,marble,गुच्चा,कंचे,,kelereng
20950,波浪,波浪,hbl__04,,edb__KS1,bo1-long6,wave,波浪,لہر,laher,छाल,लहर,,ombak   
20960,泥土,泥土,hbl__04,,edb__KS1,nai4-tou2,soil,泥土,مٹی,mutti,माटो,मिट्टी,,tanah
20970,泥沙,泥沙,hbl__04,,edb__KS1,nai4-saa1,silt,泥沙,سلٹ,silt,पाँगो माटो,गाद,,pasir
20980,泥膠,泥膠,hbl__04,,edb__KS1,nai4-gaau1,clay,泥胶,مٹی,mutti,माटो,चिकनी मिट्टी,,Tanah liat
20990,洋,洋,hbl__04,,edb__KS1,joeng4,foreign,洋,غیر ملکی,ghair mulki,विदेशी,विदेशी,,asing
20991,洋,洋,hbl__04,,edb__KS1,joeng4,ocean,洋,سمندر,samader,समुद्र,समुद्र,,lautan
21000,洗手間,洗手間,hbl__04,,edb__KS1,sai2-sau2-gaan1,washroom,洗手间,واش روم,washroom,शौचालय,पाख़ाना,,Kamar kecil
21010,洗澡,洗澡,hbl__04,,edb__KS1,sai2-cou3,to bathe,洗澡,نہاؤ,nahao,नुहाउनुहोस्,नहाना,,Mandi
21020,活,活,hbl__04,,edb__KS1,wut6,to live,活,زندہ رہنا,zinda rhna,बाँच्नु,जीवित ,,hidup
21030,活力,活力,hbl__04,,edb__KS1,wut6-lik6,vigour,活力,زور,zore,हिम्मत,जीवन शक्ति,,daya hidup
21040,活動,活動,hbl__04,,edb__KS1,wut6-dung6,activity,活动,سرگرمی,sergrami,गतिविधि,गतिविधि,,aktivitas
21050,流,流,hbl__04,,edb__KS1,lau4,to flow,流,بہاؤ,bahao,प्रवाह,बहना ,,ambang
21060,流動,流動,hbl__04,,edb__KS1,lau4-dung6,moving,流动,بہاؤ,bahao,चली रहने,गतिशील,,mengalir
21070,流水,流水,hbl__04,,edb__KS1,lau4-seoi2,running water,流水,بہتا  پانی,behta pani,बगिरहेको पानी,बहता पानी,,air mengalir
21080,流浪,流浪,hbl__04,,edb__KS1,lau4-long6,to roam,流浪,آوارہ,awara,डुल्नु,भटकना,,mengebara
21090,流行,流行,hbl__04,,edb__KS1,lau4-hang4,popular,流行,مقبول,maqbool,लोकप्रिय,लोकप्रिय,,populer
21100,浪,浪,hbl__04,,edb__KS1,long6,wave,浪,لہر,laher,लहर,लहर,,ombak
21110,浪花,浪花,hbl__04,,edb__KS1,long6-faa1,ocean spray,浪花,سپرے,spray,समुद्री छाल,फुहार,,percikan ombak
21120,海星,海星,hbl__04,,edb__KS1,hoi2-sing1,starfish,海星,اسٹار فش,star fish,स्टारफिस,तारामीन,,bintang laut
21130,海洋,海洋,hbl__04,,edb__KS1,hoi2-joeng4,ocean,海洋,سمندر,samandar,सागर,समुद्र,,lautan
21140,海浪,海浪,hbl__04,,edb__KS1,hoi2-long6,ocean wave,海浪,سمندری لہر,samandari laher,समुद्री छाल,समुद्र की लहर,,Ombak laut
21150,海灘,海灘,hbl__04,,edb__KS1,hoi2-taan1,beach,海滩,ساحل,sahil,समुद्री तट,समुद्र तट,,pantai
21160,海龜,海龜,hbl__04,,edb__KS1,hoi2-gwai1,turtle,海龟,کچهوا,kachwa,समुद्री कछुवा,समुद्री कछुआ,,Penyu
21170,消息,消息,hbl__04,,edb__KS1,siu1-sik1,information,消息,خبریں,khabrain,जानकारी,जानकारी,,Berita
21180,消除,消除,hbl__04,,edb__KS1,siu1-ceoi4,to remove,消除,ختم,khatam,हटाउनु,हटाना,,menghapuskan
21190,涼,涼,hbl__04,,edb__KS1,loeng4,cool,凉,ٹھنڈا,thanda,राम्रो,ठंडा,,adem
21200,涼快,涼快,hbl__04,,edb__KS1,loeng4-faai3,pleasantly cool,凉快,ٹھنڈا,thanda,शीतल,ठंडा,,adem
21210,涼鞋,涼鞋,hbl__04,,edb__KS1,loeng4-haai4,sandal,凉鞋,سینڈل,sandal,चप्पल,सैंडल,,sepatu sendal
21220,深入,深入,hbl__04,,edb__KS1,sam1-jap6,in-depth,深入,گہرائی میں,gaihrai mai,गहिराईमा,गहराई से,,Secara mendalam
21230,深夜,深夜,hbl__04,,edb__KS1,sam1-je6,late at night,深夜,رات کو دیر سے,raat ko dair sy,राती अबेर सम्म,देर रात में ,,larut malam
21240,清,清,hbl__04,,edb__KS1,cing1,to clean,清,صاف,saaf,स्पष्ट,स्पष्ट,,bersih
21241,清,清,hbl__04,,edb__KS1,cing1,clear,清,صاف,saaf,स्पष्ट,स्पष्ट,,jeni
21250,清掃,清掃,hbl__04,,edb__KS1,cing1-sou3,to clean,清扫,صاف ,saaf ,सफा गर्नु,सफाई करना ,,Membersihkan
21260,清新,清新,hbl__04,,edb__KS1,cing1-san1,fresh,清新,تازه,taza,ताजा,ताज़ा,,Segar
21270,清早,清早,hbl__04,,edb__KS1,cing1-zou2,early in the morning,清早,صبح سویرے,subah sawairay,बिहान सबेरै,मुँह अँधेरे,,Dini hari
21280,清晨,清晨,hbl__04,,edb__KS1,cing1-san4,early morning,清晨,صبح سویرے,subah sawairay,बिहान सबेरै,बहुत सवेरे,,dini hari
21290,清楚,清楚,hbl__04,cat__v_adj,edb__KS1,cing1-co2,clear,清楚,صاف,saaf,स्पष्ट,स्पष्ट,,jelas
21300,清水,清水,hbl__04,,edb__KS1,cing1-seoi2,clear water,清水,صاف پانی,saaf pani,सफा पानी,साफ़,,air besih
21310,清洗,清洗,hbl__04,,edb__KS1,cing1-sai2,to wash,清洗,دھونے سے,dhony sey,धुनु,धोना,,cuci bersih
21320,清涼,清涼,hbl__04,,edb__KS1,cing1-loeng4,cool and refreshing,清凉,ٹھنڈا,thanda,शीतल,ठंडा,,adem dan segar
21330,清理,清理,hbl__04,,edb__KS1,cing1-lei5,to clean up,清理,صاف کرو,saaf kro,सफा गर्नु,साफ - सफाई करना,,Membersihkan
21340,清香,清香,hbl__04,,edb__KS1,cing1-hoeng1,delicate fragrance,清香,خوشبو,khooshbo,मधुर सुगन्ध,खुशबू,,Keharuman
21350,温和,温和,hbl__04,,edb__KS1,wan1-wo4,mild,温和,معتدل,moatadil,हल्का,हल्का,,ringan
21360,温度,温度,hbl__04,,edb__KS1,wan1-dou6,temperature,温度,درجہ حرارت,darja hararat,तापक्रम,तापमान,,suhu
21370,温度計,温度計,hbl__04,,edb__KS1,wan1-dou6-gai3,thermometer,温度计,تھرمامیٹر,thermameter,थर्मामीटर,थर्मामीटर,,termometer
21380,温習,温習,hbl__04,,edb__KS1,wan1-zaap6,to revise,温习,تصحیح کرنا ,tasheeh karna,समीक्षा,समीक्षा,,belajar ulang
21390,港元,港元,hbl__04,,edb__KS1,gong2-jyun4,Hong Kong dollar,港元,ہانگ کانگ ڈالر,hong kong dollar,हङकङ्ग डलर,होन्ग कोंग डॉलर,,dollar Hongkong
21400,渴,渴,hbl__04,,edb__KS1,hot3,thirsty,渴,پیاسا,piyasa,तिर्खाएको,प्यासा,,haus
21410,渴望,渴望,hbl__04,,edb__KS1,hot3-mong6,long for,渴望,خواہش,khowahish,चाहना,चाहना,,keinginan
21420,游,游,hbl__04,,edb__KS1,jau4,to swim,游,تیرنا,tarna,पौडि खेल्नु,तैरना,,wisata
21430,準時,準時,hbl__04,,edb__KS1,zeon2-si4,to be on time,准时,وقت پر,waqat par,समयमै पुग्नु,समय पर,,tepat waktu
21440,澳門,澳門,hbl__04,cat__freq,edb__NA,Ou3-Mun4,Macau,澳门,مکاؤ,macau,मकाउ,मकाओ,,Makau
21450,灘,灘,hbl__04,,edb__KS1,taan1,beach,滩,بیچ,beach,समुद्री तट,समुद्र तट,,pantai
21460,火,火,hbl__04,,edb__KS1,fo2,fire,火,آگ,aag,आगो,आग,,api
21470,火光,火光,hbl__04,,edb__KS1,fo2-gwong1,flame,火光,شعلہ,shoala,लप्का,लपटें ,,Sinar api
21480,火山,火山,hbl__04,,edb__KS1,fo2-saan1,volcano,火山,آتش فشاں,aatish fasha,ज्वालामुखी,ज्वालामुखी,,gunung berapi
21490,火熱,火熱,hbl__04,,edb__KS1,fo2-jit6,burning hot,火热,بہت گرم,buht gram,दन्केको,उत्तेजक,,berapi api
21500,火花,火花,hbl__04,,edb__KS1,fo2-faa1,spark,火花,چنگاری,chingaari,झिल्का,चिंगारी,,percikan
21510,火車,火車,hbl__04,,edb__KS1,fo2-ce1,train,火车,ٹرین,train,ट्रेन,रेल गाडी,,kereta api
21520,為主,為主,hbl__04,,edb__KS1,wai4-zyu2,mainly,为主,بنیادی طور پر,bunyadi tour par,मुख्य रूपमा,मुख्यतः,,Terutama
21530,為了,為了,hbl__04,,edb__KS1,wai6-liu5,for the sake of,为了,کےواسطے,kay wastay,गर्नको लागि,के लिए,,untuk
21540,為什麼,為什麼,hbl__04,cat__dem,edb__KS1,wai6-sam6-mo1,why,为什么,کیوں,keu,किन,क्यों,,Mengapa
21550,為何,為何,hbl__04,,edb__KS1,wai6-ho4,why,为何,کیوں؟,keu,किन,क्यों,,Mengapa
21560,為着,為着,hbl__04,,edb__KS1,wai6-zoek6,for,为着,کے لئے,kay ly,को लागी,के लिये,,Untuk
21570,為難,為難,hbl__04,,edb__KS1,wai4-naan4,to feel awkward,为难,شرمندہ,sharminda,अप्ठ्यारो लाग्नु,अनिच्छुक,,susah
21571,為難,為難,hbl__04,,edb__KS1,wai4-naan4,to make things difficult,为难, مشکل بنانا, mushkil banana,काम गाह्रो बनाईदिनु,मुश्किल बनाना ,,menyulikan
21580,無端端,無端端,hbl__04,cat__freq,edb__NA,mou4-dyun1-dyun1,out of the blue,好端端,اچانک,achanak,अचानक,अप्रत्याशित,,baik baik aja
21590,無線,無線,hbl__04,,edb__KS1,mou4-sin3,wireless,无线,وائرلیس,wireless,ताररहित,तार रहित,,nirkabel
21600,無能為力,無能為力,hbl__04,,edb__KS1,mou4-nang4-wai4-lik6,nothing can be done,无能为力,ناممکن,namumkin,असहाय,असमर्थ,,Tidak berdaya
50310,熄,熄,hbl__04,,edb__KS1,sik1,extinguish,熄,بجھانا,bujhana,निभाउनु,बुझाना ,,Memadamkan
21610,熱心,熱心,hbl__04,,edb__KS1,jit6-sam1,enthusiastic,热心,پرجوش,poorjoush,उत्साही,उत्साही,,antusias
21620,熱愛,熱愛,hbl__04,,edb__KS1,jit6-oi3,intense love,热爱,شدید محبت,shadid muhabbat,माया,प्रबल प्रेम,,semangat
21630,熱門,熱門,hbl__04,,edb__KS1,jit6-mun4[jit6-mun2],popular,热门,مقبول,maqbool,लोकप्रिय,लोकप्रिय,,Populer
21640,熱鬧,熱鬧,hbl__04,,edb__KS1,jit6-naau6,bustling with excitement,热闹,ہلچل, halchal,उत्साहित,जीवंत,,rameh
21650,燈光,燈光,hbl__04,,edb__KS1,dang1-gwong1,lamplight,灯光,روشنی,roushni,बत्तीको प्रकाश,रोशनी,,cahaya lampu
21660,燈火,燈火,hbl__04,,edb__KS1,dang1-fo2,lights,灯火,لائٹس,lights,बत्तीहरू,बत्तियां ,,lampu
21670,爪,爪,hbl__04,,edb__KS1,zaau2,claw,爪,پنجا,punja,पञ्जा,पंजा,,cakar
21680,爬,爬,hbl__04,,edb__KS1,paa4,to climb,爬,چڑھنا,charhna,चढाई,चढना,,mendaki
21690,爬山,爬山,hbl__04,,edb__KS1,paa4-saan1,to climb a mountain,爬山,پہاڑ پر چڑھنا,pahaar par charhna,पर्वरोहण,पर्वतारोहण,,mendaki gunung
21700,爬行,爬行,hbl__04,,edb__KS1,paa4-hang4,to crawl,爬行,رینگنا,reengna,घस्रनु,रेंगना,,merangkak
21710,爭先恐後,爭先恐後,hbl__04,,edb__KS1,zang1-sin1-hung2-hau6,to strive to be the first,争先恐后,جدوجہد,jadojehad,हारालुछ,रेंगना,,berebutan
21720,父,父,hbl__04,,edb__KS1,fu6,father,父,باپ,baap,बुबा,पिता,,ayah
21730,父母,父母,hbl__04,,edb__KS1,fu6-mou5,parents,父母,والدین,waldain,अभिभावक,माता-पिता,,orangtua
21740,父親,父親,hbl__04,,edb__KS1,fu6-can1,father,父亲,باپ,baap,बुबा,पिता,,ayah
21750,爺,爺,hbl__04,,edb__KS1,je4,grandfather,爷,دادا,dada,हजुरबुवा,दादा ,,kakek
21760,片,片,hbl__04,,edb__KS1,pin3,slice,片,ٹکڑا,tukra,टुक्रा,फांक,,lembar
21770,片,片,hbl__04,,edb__KS1,pin2,film,片,فلم,film,फिलिम,फिल्म ,,sebuah
21790,牛奶,牛奶,hbl__04,,edb__KS1,ngau4-naai5,milk,牛奶,دودھ,dhood,दूध,दूध,,susu
21800,牠,牠,hbl__04,,edb__KS1,taa1,it,牠,یہ,ye,यो,यह,,Itu
21810,牠們,牠們,hbl__04,,edb__KS1,taa1-mun4,they (animal),牠们,وہ,wo,तिनीहरू,वे,,mereka
21820,物件,物件,hbl__04,,edb__KS1,mat6-gin2,object,物件,چیز,cheez,वस्तु,वस्तु,,benda
21830,物品,物品,hbl__04,,edb__KS1,mat6-ban2,articles,物品,مضمون,mazmoon,लेख,उपयोगी वस्तु,,benda
21840,特點,特點,hbl__04,,edb__KS1,dak6-dim2,characteristic,特点,خصوصیات,khasosiat,विशेषताहरु,विशेषताएं,,ciri ciri
21850,犬,犬,hbl__04,,edb__KS1,hyun2,dog,犬,کتا,kutta,कुकुर,कुत्ता,,anjing
21860,玉,玉,hbl__04,,edb__KS1,juk6,jade,玉,جیڈ,jade,जेड पत्थर,जेड,,giok
21870,玉米,玉米,hbl__04,,edb__KS1,juk6-mai5,corn,玉米,مکئی,makai,मकै,मक्का,,Jagung
21880,王,王,hbl__04,,edb__KS1,wong4,king,王,بادشاہ,badshah,राजा,राजा,,raja
21890,王子,王子,hbl__04,,edb__KS1,wong4-zi2,prince,王子,شہزادہ,shaihzada,राजकुमार,राजकुमार,,pangeran
21900,玩具,玩具,hbl__04,,edb__KS1,wun6-geoi6,plaything,玩具,کھلونا,khilona,खेलौना,खिलौना,,mainan
21910,玩笑,玩笑,hbl__04,,edb__KS1,waan4-siu3[wun6-siu3],joke,玩笑,مذاق,mazaq,ठट्टा,मज़ाक,,lelucon
